Product ID,Product Name,Category,Sub-Category,Stock_Actual,Stock_Minimo,Stock_Maximo,Costo_Unitario,Demanda_Diaria_Prom,Lead_Time_Proveedor,Valor_Inventario,Unidad,Valor_Acumulado,Pct_Acumulado,Clase_ABC,Stock_Seguridad,Punto_Reorden,Alerta,Unidades_Vendidas,Ingresos_Total,Num_Ordenes,Rotacion,Origen
FUR-CH-10003396,Global Deluxe Steno Chair,Furniture,Chairs,180,5,50,198.12,0.04,6,35661.6,pza,32052697.280000012,0.7247899182528093,A,0.0,0.0,OK,55,1770.54,10,0.31,Real
FUR-FU-10001215,"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",Furniture,Furnishings,145,5,50,245.56,0.02,11,35606.2,pza,32088303.48000001,0.7255950615629605,A,0.0,0.0,OK,19,681.454,4,0.13,Real
FUR-TA-10003715,Hon 2111 Invitation Series Corner Table,Furniture,Tables,202,5,50,176.21,0.01,3,35594.42,pza,32123897.900000013,0.726399938498486,A,0.0,0.0,OK,18,3140.55,4,0.09,Real
FUR-CH-10001146,"Global Task Chair, Black",Furniture,Chairs,120,5,50,295.7,0.05,10,35484.0,pza,32159381.900000013,0.7272023185676146,A,0.0,0.0,OK,67,2247.176,14,0.56,Real
TEC-AC-10002134,Rosewill 107 Normal Keys USB Wired Standard Keyboard,Technology,Accessories,107,10,100,331.5,0.01,5,35470.5,pza,32194852.400000013,0.7280043933687088,A,0.0,0.0,OK,13,105.14399999999999,3,0.12,Real
FUR-FU-10004845,"Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,65,5,50,545.04,0.01,8,35427.6,pza,32230280.000000015,0.7288054980958268,A,0.0,0.0,OK,7,619.8,2,0.11,Real
FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases,98,5,50,359.66,0.02,17,35246.68,pza,32265526.680000015,0.7296025117790349,A,0.0,0.0,OK,21,1912.308,5,0.21,Real
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,233,10,100,149.52,0.03,12,34838.16,pza,32300364.840000015,0.7303902878253969,A,0.0,0.0,OK,38,3158.064,9,0.16,Real
FUR-FU-10000550,Stacking Trays by OIC,Furniture,Furnishings,126,5,50,276.1,0.03,3,34788.6,pza,32335153.440000016,0.731176943198886,A,0.0,0.0,OK,38,72.708,6,0.3,Real
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,169,5,50,205.69,0.04,16,34761.61,pza,32369915.050000016,0.7319629882624307,A,0.0,1.0,OK,46,5697.76,8,0.27,Real
TEC-MA-10000752,Texas Instrument TI-15 Fraction Calculator,Technology,Machines,89,10,100,388.37,0.01,18,34564.93,pza,32404479.980000015,0.7327445859099005,A,0.0,0.0,OK,13,41.905,2,0.15,Real
FUR-CH-10000847,Global Executive Mid-Back Manager's Chair,Furniture,Chairs,62,5,50,556.24,0.02,3,34486.88,pza,32438966.860000014,0.7335244186558826,A,0.0,0.0,OK,27,4626.582,6,0.44,Real
FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",Furniture,Furnishings,84,5,50,410.27,0.03,11,34462.68,pza,32473429.540000014,0.7343037041806475,A,0.0,0.0,OK,42,1322.17,6,0.5,Real
FUR-BO-10002853,O'Sullivan 5-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,116,5,50,296.11,0.01,7,34348.76,pza,32507778.300000016,0.7350804136954507,A,0.0,0.0,OK,12,540.804,4,0.1,Real
TEC-AC-10000991,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,Accessories,135,10,100,253.49,0.01,4,34221.15,pza,32541999.450000014,0.7358542376358932,A,0.0,0.0,OK,15,582.6759999999999,4,0.11,Real
TEC-PH-10001750,Samsung Rugby III,Technology,Phones,46,10,100,741.64,0.03,8,34115.44,pza,32576114.890000015,0.7366256712145639,A,0.0,0.0,OK,43,1385.79,8,0.93,Real
FUR-TA-10002958,"Bevis Oval Conference Table, Walnut",Furniture,Tables,117,5,50,291.55,0.04,11,34111.35,pza,32610226.240000017,0.7373970123083263,A,0.0,0.0,OK,50,6942.068,8,0.43,Real
FUR-TA-10001086,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,60,5,50,566.41,0.02,16,33984.6,pza,32644210.84000002,0.7381654872744324,A,0.0,0.0,OK,25,2979.004,5,0.42,Real
TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,81,10,100,418.02,0.03,20,33859.62,pza,32678070.46000002,0.7389311361369132,A,0.0,1.0,OK,38,1619.676,9,0.47,Real
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,88,5,50,383.03,0.05,7,33706.64,pza,32711777.10000002,0.7396933257472528,A,0.0,0.0,OK,67,2247.176,14,0.76,Real
FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs,119,5,50,280.11,0.05,20,33333.09,pza,32745110.19000002,0.7404470684780179,A,0.0,1.0,OK,67,11572.78,13,0.56,Real
TEC-AC-10002018,AmazonBasics 3-Button USB Wired Mouse,Technology,Accessories,140,10,100,238.02,0.02,4,33322.8,pza,32778432.99000002,0.7412005785267034,A,0.0,0.0,OK,22,88.074,5,0.16,Real
TEC-PH-10001819,Innergie mMini Combo Duo USB Travel Charging Kit,Technology,Phones,98,10,100,337.0,0.02,9,33026.0,pza,32811458.99000002,0.7419473772011211,A,0.0,0.0,OK,28,746.834,6,0.29,Real
FUR-FU-10002501,Nu-Dell Executive Frame,Furniture,Furnishings,234,5,50,138.64,0.03,16,32441.76,pza,32843900.750000022,0.7426809647795073,A,0.0,0.0,OK,40,409.536,6,0.17,Real
TEC-PH-10003580,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,78,10,100,412.73,0.02,9,32192.94,pza,32876093.690000024,0.7434089259288323,A,0.0,0.0,OK,24,2252.4320000000002,4,0.31,Real
TEC-AC-10000023,"Maxell 74 Minute CD-R Spindle, 50/Pack",Technology,Accessories,109,10,100,295.06,0.02,19,32161.54,pza,32908255.230000023,0.7441361770473218,A,0.0,0.0,OK,25,230.67,4,0.23,Real
FUR-FU-10000965,"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",Furniture,Furnishings,120,5,50,265.13,0.03,4,31815.6,pza,32940070.830000024,0.7448556056158983,A,0.0,0.0,OK,36,1184.232,6,0.3,Real
FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases,110,5,50,289.0,0.02,15,31790.0,pza,32971860.830000024,0.7455744553058317,A,0.0,0.0,OK,29,723.842,6,0.26,Real
FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",Furniture,Furnishings,56,5,50,566.92,0.03,7,31747.52,pza,33003608.350000024,0.7462923444190167,A,0.0,0.0,OK,38,253.648,6,0.68,Real
FUR-BO-10002916,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",Furniture,Bookcases,240,5,50,131.43,0.02,12,31543.2,pza,33035151.550000023,0.7470056133570321,A,0.0,0.0,OK,20,2487.759,4,0.08,Real
TEC-AC-10004877,ImationÂ 30456 USBÂ Flash DriveÂ 8GB,Technology,Accessories,53,10,100,594.23,0.02,7,31494.19,pza,33066645.740000024,0.7477177740590203,A,0.0,0.0,OK,19,154.56,5,0.36,Real
TEC-PH-10001363,Apple iPhone 5S,Technology,Phones,95,10,100,330.45,0.02,16,31392.75,pza,33098038.490000024,0.7484276409543853,A,0.0,0.0,OK,20,4901.914000000001,4,0.21,Real
TEC-AC-10004227,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,Technology,Accessories,46,10,100,673.06,0.03,4,30960.76,pza,33128999.250000026,0.7491277394987736,A,0.0,0.0,OK,42,329.946,7,0.91,Real
FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,Tables,117,5,50,263.33,0.04,18,30809.61,pza,33159808.860000025,0.7498244201717987,A,0.0,1.0,OK,44,2298.114,9,0.38,Real
TEC-PH-10000576,AT&T 1080 Corded phone,Technology,Phones,100,10,100,308.0,0.02,3,30800.0,pza,33190608.860000025,0.7505208835392082,A,0.0,0.0,OK,27,1945.258,7,0.27,Real
FUR-CH-10004626,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,Chairs,52,5,50,591.92,0.02,4,30779.84,pza,33221388.700000025,0.7512168910396864,A,0.0,0.0,OK,25,1543.6170000000002,5,0.48,Real
FUR-FU-10004864,Eldon 500 Class Desk Accessories,Furniture,Furnishings,52,5,50,591.78,0.04,15,30772.56,pza,33252161.260000024,0.7519127339215503,A,0.0,1.0,OK,55,1774.462,12,1.06,Real
FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,119,5,50,258.29,0.02,11,30736.51,pza,33282897.770000026,0.7526077616247002,A,0.0,0.0,OK,24,1757.266,7,0.2,Real
FUR-FU-10004006,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,Furnishings,132,5,50,232.58,0.03,11,30700.56,pza,33313598.330000024,0.7533019764103807,A,0.0,0.0,OK,35,673.87,6,0.27,Real
TEC-PH-10004080,Avaya 5410 Digital phone,Technology,Phones,237,10,100,128.69,0.0,15,30499.53,pza,33344097.860000025,0.753991645415842,A,0.0,0.0,OK,5,231.166,2,0.02,Real
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,178,10,100,170.71,0.01,5,30386.38,pza,33374484.240000024,0.7546787558229259,A,0.0,0.0,OK,17,1771.5140000000001,3,0.1,Real
TEC-MA-10003329,"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,Machines,182,10,100,166.16,0.0,20,30241.12,pza,33404725.360000025,0.7553625815459595,A,0.0,0.0,OK,3,71.976,1,0.02,Real
FUR-CH-10002331,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,Furniture,Chairs,117,5,50,258.11,0.04,12,30198.87,pza,33434924.230000027,0.7560454518931077,A,0.0,0.0,OK,47,7582.374,6,0.4,Real
TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,Technology,Phones,198,10,100,152.36,0.01,20,30167.28,pza,33465091.510000028,0.7567276079130553,A,0.0,0.0,OK,18,882.102,4,0.09,Real
TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,53,10,100,568.98,0.02,18,30155.94,pza,33495247.45000003,0.757409507507854,A,0.0,0.0,OK,19,194.54399999999998,5,0.36,Real
TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,Phones,175,10,100,172.25,0.02,4,30143.75,pza,33525391.20000003,0.7580911314569238,A,0.0,0.0,OK,24,188.946,4,0.14,Real
FUR-FU-10002813,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,137,5,50,217.69,0.02,12,29823.53,pza,33555214.73000003,0.7587655144482172,A,0.0,0.0,OK,22,291.45599999999996,5,0.16,Real
FUR-FU-10000277,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,Furniture,Furnishings,108,5,50,275.89,0.03,10,29796.12,pza,33585010.850000024,0.7594392776323384,A,0.0,0.0,OK,32,1685.44,5,0.3,Real
TEC-AC-10002049,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,Accessories,49,10,100,605.53,0.07,18,29670.97,pza,33614681.82000002,0.7601102108687185,A,1.0,2.0,OK,81,13756.536,15,1.65,Real
FUR-BO-10004467,Bestar Classic Bookcase,Furniture,Bookcases,240,5,50,123.5,0.04,8,29640.0,pza,33644321.82000002,0.7607804437976152,A,0.0,0.0,OK,45,1897.8102,8,0.19,Real
FUR-FU-10003601,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Furniture,Furnishings,167,5,50,176.04,0.02,18,29398.68,pza,33673720.50000002,0.7614452198908034,A,0.0,0.0,OK,23,1623.248,6,0.14,Real
TEC-PH-10003589,invisibleSHIELD by ZAGG Smudge-Free Screen Protector,Technology,Phones,194,10,100,150.65,0.03,20,29226.1,pza,33702946.600000024,0.7621060935278894,A,0.0,1.0,OK,37,442.554,7,0.19,Real
TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,Technology,Phones,105,10,100,275.27,0.01,7,28903.35,pza,33731849.950000025,0.7627596689977081,A,0.0,0.0,OK,16,149.16,3,0.15,Real
FUR-CH-10002304,"Global Stack Chair without Arms, Black",Furniture,Chairs,62,5,50,465.93,0.03,6,28887.66,pza,33760737.61000002,0.7634128896782334,A,0.0,0.0,OK,42,901.506,7,0.68,Real
FUR-TA-10004767,Safco Drafting Table,Furniture,Tables,231,5,50,124.96,0.02,6,28865.76,pza,33789603.37000002,0.7640656151461694,A,0.0,0.0,OK,26,638.8199999999999,4,0.11,Real
FUR-TA-10001768,Hon Racetrack Conference Tables,Furniture,Tables,174,5,50,165.47,0.02,7,28791.78,pza,33818395.15000002,0.7647166677452771,A,0.0,0.0,OK,30,3963.901,6,0.17,Real
TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,95,10,100,302.55,0.03,4,28742.25,pza,33847137.40000002,0.7653666003498851,A,0.0,0.0,OK,38,533.078,6,0.4,Real
TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones,54,10,100,531.86,0.03,10,28720.44,pza,33875857.84000002,0.7660160397770241,A,0.0,0.0,OK,39,515.828,5,0.72,Real
TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,Technology,Phones,84,10,100,339.86,0.01,12,28548.24,pza,33904406.08000002,0.7666615853407909,A,0.0,0.0,OK,16,467.22,4,0.19,Real
FUR-FU-10002088,Nu-Dell Float Frame 11 x 14 1/2,Furniture,Furnishings,74,5,50,384.96,0.03,3,28487.04,pza,33932893.12000002,0.7673057470228015,A,0.0,0.0,OK,36,170.62,7,0.49,Real
FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings,217,5,50,130.8,0.02,19,28383.6,pza,33961276.72000002,0.7679475696732952,A,0.0,0.0,OK,27,239.856,5,0.12,Real
TEC-PH-10003442,Samsung Replacement EH64AVFWE Premium Headset,Technology,Phones,49,10,100,578.57,0.02,15,28349.93,pza,33989626.65000002,0.7685886309626986,A,0.0,0.0,OK,23,104.5,5,0.47,Real
TEC-AC-10001874,Logitech Wireless Anywhere Mouse MX for PC and Mac,Technology,Accessories,143,10,100,197.81,0.01,6,28286.83,pza,34017913.48000002,0.7692282654066966,A,0.0,0.0,OK,16,551.908,3,0.11,Real
FUR-CH-10000863,Novimex Swivel Fabric Task Chair,Furniture,Chairs,183,5,50,153.99,0.03,13,28180.17,pza,34046093.65000002,0.7698654880070984,A,0.0,0.0,OK,37,2385.484,7,0.2,Real
FUR-FU-10003268,Eldon Radial Chair Mat for Low to Medium Pile Carpets,Furniture,Furnishings,245,5,50,113.62,0.03,8,27836.9,pza,34073930.55000002,0.7704949484328205,A,0.0,0.0,OK,31,775.6120000000001,6,0.13,Real
FUR-CH-10001891,Global Deluxe Office Fabric Chairs,Furniture,Chairs,49,5,50,564.2,0.03,13,27645.8,pza,34101576.35000002,0.771120087619922,A,0.0,0.0,OK,35,1420.504,6,0.71,Real
TEC-AC-10004209,Memorex Froggy Flash Drive 4 GB,Technology,Accessories,177,10,100,156.14,0.02,19,27636.78,pza,34129213.13000002,0.7717450228427518,A,0.0,0.0,OK,29,136.276,5,0.16,Real
FUR-BO-10003660,"Bush Cubix Collection Bookcases, Fully Assembled",Furniture,Bookcases,95,5,50,290.45,0.01,14,27592.75,pza,34156805.88000002,0.7723689624395403,A,0.0,0.0,OK,18,729.2339999999999,3,0.19,Real
FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,99,5,50,277.42,0.02,15,27464.58,pza,34184270.460000016,0.7729900037989977,A,0.0,0.0,OK,25,1242.054,4,0.25,Real
FUR-CH-10002372,Office Star - Ergonomically Designed Knee Chair,Furniture,Chairs,86,5,50,318.89,0.04,11,27424.54,pza,34211695.000000015,0.7736101397560775,A,0.0,0.0,OK,53,1311.876,7,0.62,Real
TEC-MA-10000984,Okidata MB760 Printer,Technology,Machines,93,10,100,290.58,0.01,18,27023.94,pza,34238718.94000001,0.7742212171668915,A,0.0,0.0,OK,15,7834.4,2,0.16,Real
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,48,5,50,562.81,0.03,11,27014.88,pza,34265733.820000015,0.7748320897089358,A,0.0,0.0,OK,42,176.784,9,0.88,Real
TEC-PH-10002447,AT&T CL83451 4-Handset Telephone,Technology,Phones,51,10,100,527.99,0.01,14,26927.49,pza,34292661.31000002,0.7754409861492374,A,0.0,0.0,OK,13,1936.306,4,0.25,Real
FUR-FU-10000672,"Executive Impressions 10"" Spectator Wall Clock",Furniture,Furnishings,62,5,50,433.43,0.02,15,26872.66,pza,34319533.97000001,0.7760486427490701,A,0.0,0.0,OK,28,258.72,5,0.45,Real
TEC-MA-10001148,Swingline SM12-08 MicroCut Jam Free Shredder,Technology,Machines,103,10,100,260.24,0.02,19,26804.72,pza,34346338.69000001,0.7766547630592542,A,0.0,0.0,OK,21,5204.241,5,0.2,Real
TEC-MA-10003246,Hewlett-Packard Deskjet D4360 Printer,Technology,Machines,223,10,100,119.72,0.01,7,26697.56,pza,34373036.250000015,0.7772584602196184,A,0.0,0.0,OK,8,447.968,1,0.04,Real
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,145,10,100,183.81,0.02,20,26652.45,pza,34399688.70000002,0.7778611373324988,A,0.0,0.0,OK,23,557.814,5,0.16,Real
TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones,71,10,100,372.18,0.02,7,26424.78,pza,34426113.48000002,0.778458666269572,A,0.0,0.0,OK,26,2865.6,5,0.37,Real
FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",Furniture,Tables,132,5,50,196.16,0.03,14,25893.12,pza,34452006.60000002,0.7790441730730765,A,0.0,0.0,OK,32,2671.421,6,0.24,Real
FUR-FU-10000023,Eldon Wave Desk Accessories,Furniture,Furnishings,55,5,50,469.39,0.03,13,25816.45,pza,34477823.05000002,0.7796279461802701,A,0.0,0.0,OK,39,236.77800000000002,9,0.71,Real
FUR-TA-10004152,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Furniture,Tables,150,5,50,170.37,0.02,20,25555.5,pza,34503378.55000002,0.7802058185694205,A,0.0,0.0,OK,19,1088.64,5,0.13,Real
FUR-CH-10004875,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,84,5,50,301.7,0.03,14,25342.8,pza,34528721.35000002,0.7807788812910953,A,0.0,0.0,OK,36,1501.8980000000001,8,0.43,Real
FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,104,5,50,243.55,0.03,6,25329.2,pza,34554050.55000002,0.7813516364834912,A,0.0,0.0,OK,31,308.99199999999996,6,0.3,Real
FUR-FU-10003832,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",Furniture,Furnishings,55,5,50,459.83,0.03,19,25290.65,pza,34579341.20000002,0.7819235199660552,A,0.0,1.0,OK,35,155.708,5,0.64,Real
FUR-TA-10001705,Bush Advantage Collection Round Conference Table,Furniture,Tables,92,5,50,273.32,0.02,18,25145.44,pza,34604486.640000015,0.7824921198951913,A,0.0,0.0,OK,27,3401.6000000000004,4,0.29,Real
FUR-CH-10004218,"Global Fabric Manager's Chair, Dark Gray",Furniture,Chairs,44,5,50,569.12,0.03,14,25041.28,pza,34629527.92000002,0.7830583645118486,A,0.0,0.0,OK,42,2908.224,8,0.95,Real
TEC-MA-10004002,Zebra GX420t Direct Thermal/Thermal Transfer Printer,Technology,Machines,191,10,100,130.57,0.0,6,24938.87,pza,34654466.790000014,0.7836222933878092,A,0.0,0.0,OK,3,5787.355,3,0.02,Real
FUR-CH-10001708,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,Chairs,60,5,50,414.14,0.04,16,24848.4,pza,34679315.19000001,0.7841841765156903,A,0.0,1.0,OK,46,3989.734,7,0.77,Real
TEC-PH-10000213,Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black,Technology,Phones,102,10,100,242.93,0.01,5,24778.86,pza,34704094.05000001,0.7847444871740075,A,0.0,0.0,OK,18,272.88800000000003,3,0.18,Real
FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,145,5,50,170.2,0.03,16,24679.0,pza,34728773.05000001,0.7853025397533678,A,0.0,0.0,OK,34,1775.68,7,0.23,Real
TEC-AC-10004396,Logitech Keyboard K120,Technology,Accessories,153,10,100,160.76,0.01,9,24596.28,pza,34753369.33000001,0.7858587218311129,A,0.0,0.0,OK,16,174.24,3,0.1,Real
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,41,5,50,599.22,0.02,4,24568.02,pza,34777937.35000002,0.786414264881106,A,0.0,0.0,OK,30,5212.112,7,0.73,Real
FUR-FU-10000246,Aluminum Document Frame,Furniture,Furnishings,200,5,50,121.32,0.02,4,24264.0,pza,34802201.35000002,0.7869629332949639,A,0.0,0.0,OK,23,244.39999999999998,5,0.12,Real
TEC-AC-10004001,Logitech Wireless Headset H600 Over-The-Head Design,Technology,Accessories,36,10,100,673.99,0.0,5,24263.64,pza,34826464.99000002,0.7875115935683409,A,0.0,0.0,OK,5,386.90999999999997,2,0.14,Real
TEC-PH-10000441,VTech DS6151,Technology,Phones,86,10,100,279.8,0.03,10,24062.8,pza,34850527.790000014,0.7880557123578636,A,0.0,0.0,OK,36,2746.582,8,0.42,Real
TEC-PH-10001336,Digium D40 VoIP phone,Technology,Phones,106,10,100,227.0,0.03,5,24062.0,pza,34874589.790000014,0.7885998130574289,A,0.0,0.0,OK,43,3044.164,9,0.41,Real
TEC-MA-10001031,Socket Bluetooth Cordless Hand Scanner (CHS),Technology,Machines,81,10,100,295.17,0.0,17,23908.77,pza,34898498.56000002,0.7891404488517412,A,0.0,0.0,OK,4,506.28,1,0.05,Real
TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,Technology,Phones,240,10,100,99.6,0.02,4,23904.0,pza,34922402.56000002,0.7896809767846814,A,0.0,0.0,OK,24,419.23,4,0.1,Real
TEC-PH-10003505,Geemarc AmpliPOWER60,Technology,Phones,44,10,100,543.19,0.04,16,23900.36,pza,34946302.92000002,0.7902214224083145,A,0.0,1.0,OK,54,3415.04,11,1.23,Real
TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones,89,10,100,268.26,0.02,14,23875.14,pza,34970178.06000002,0.7907612977460344,A,0.0,0.0,OK,23,6109.87,5,0.26,Real
FUR-FU-10003424,Nu-Dell Oak Frame,Furniture,Furnishings,94,5,50,253.2,0.01,13,23800.8,pza,34993978.860000014,0.7912994920744447,A,0.0,0.0,OK,18,151.656,3,0.19,Real
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,106,10,100,224.23,0.02,9,23768.38,pza,35017747.24000002,0.7918369533073236,A,0.0,0.0,OK,29,8899.822,7,0.27,Real
TEC-PH-10004908,Panasonic KX TS3282W Corded phone,Technology,Phones,30,10,100,781.61,0.03,20,23448.3,pza,35041195.540000014,0.7923671767481687,A,0.0,1.0,OK,43,1665.804,7,1.43,Real
TEC-CO-10004722,Canon imageCLASS 2200 Advanced Copier,Technology,Copiers,125,10,100,187.19,0.02,19,23398.75,pza,35064594.290000014,0.7928962797422652,A,0.0,0.0,OK,30,61599.824,5,0.24,Real
TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,Technology,Phones,75,10,100,311.16,0.01,7,23337.0,pza,35087931.290000014,0.7934239864177599,A,0.0,0.0,OK,18,234.462,5,0.24,Real
TEC-AC-10004975,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,93,10,100,250.3,0.01,20,23277.9,pza,35111209.19000001,0.7939503566976371,A,0.0,0.0,OK,17,1913.13,4,0.18,Real
FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,180,5,50,128.31,0.03,4,23095.8,pza,35134304.99000001,0.7944726092509169,A,0.0,0.0,OK,35,5098.176,6,0.19,Real
FUR-FU-10000260,"6"" Cubicle Wall Clock, Black",Furniture,Furnishings,197,5,50,117.02,0.01,5,23052.94,pza,35157357.93000001,0.7949938926347184,A,0.0,0.0,OK,12,100.316,3,0.06,Real
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,232,5,50,98.66,0.05,17,22889.12,pza,35180247.050000004,0.7955114716474534,A,0.0,1.0,OK,56,2204.862,10,0.24,Real
TEC-PH-10001300,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",Technology,Phones,140,10,100,162.95,0.02,9,22813.0,pza,35203060.050000004,0.7960273294007234,A,0.0,0.0,OK,24,477.66,5,0.17,Real
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,162,10,100,140.39,0.02,15,22743.18,pza,35225803.230000004,0.7965416083529442,A,0.0,0.0,OK,28,8959.872,5,0.17,Real
FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs,141,5,50,160.81,0.06,18,22674.21,pza,35248477.440000005,0.7970543277246958,A,1.0,2.0,OK,71,4166.884,14,0.5,Real
FUR-FU-10001934,Magnifier Swing Arm Lamp,Furniture,Furnishings,81,5,50,278.92,0.02,10,22592.52,pza,35271069.96000001,0.7975651998856526,A,0.0,0.0,OK,23,251.76000000000002,5,0.28,Real
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,131,5,50,169.32,0.03,11,22180.92,pza,35293250.88000001,0.7980667647634266,A,0.0,0.0,OK,38,2200.464,7,0.29,Real
FUR-FU-10002456,"Master Caster Door Stop, Large Neon Orange",Furniture,Furnishings,40,5,50,552.95,0.03,8,22118.0,pza,35315368.88000001,0.7985669068660359,A,0.0,0.0,OK,33,154.336,7,0.82,Real
TEC-PH-10003437,Blue Parrot B250XT Professional Grade Wireless BluetoothÂ HeadsetÂ with,Technology,Phones,89,10,100,248.36,0.02,14,22104.04,pza,35337472.92000001,0.799066733298885,A,0.0,0.0,OK,23,1229.836,4,0.26,Real
TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Technology,Phones,51,10,100,431.38,0.01,13,22000.38,pza,35359473.30000001,0.7995642157254789,A,0.0,0.0,OK,17,83.944,2,0.33,Real
FUR-CH-10004477,"Global Push Button Manager's Chair, Indigo",Furniture,Chairs,222,5,50,98.79,0.03,6,21931.38,pza,35381404.680000015,0.8000601378932302,B,0.0,0.0,OK,37,2185.951,9,0.17,Real
FUR-FU-10002379,Eldon Econocleat Chair Mats for Low Pile Carpets,Furniture,Furnishings,83,5,50,263.49,0.0,17,21869.67,pza,35403274.35000002,0.8005546646468774,B,0.0,0.0,OK,5,124.41,1,0.06,Real
FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings,52,5,50,419.89,0.01,7,21834.28,pza,35425108.63000002,0.8010483911460257,B,0.0,0.0,OK,11,66.56,2,0.21,Real
TEC-MA-10000822,Lexmark MX611dhe Monochrome Laser Printer,Technology,Machines,86,10,100,251.89,0.01,5,21662.54,pza,35446771.17000002,0.801538234183527,B,0.0,0.0,OK,18,16829.901,4,0.21,Real
