Product ID,Product Name,Category,Sub-Category,Stock_Actual,Stock_Minimo,Stock_Maximo,Costo_Unitario,Demanda_Diaria_Prom,Lead_Time_Proveedor,Valor_Inventario,Unidad
FUR-FU-10001290,Executive Impressions Supervisor Wall Clock,Furniture,Furnishings,76,5,50,152.23,0.02,13,11569.48,pza
TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,48,10,100,185.24,0.02,11,8891.52,pza
OFF-AR-10003811,Newell 327,Office Supplies,Art,123,30,300,29.62,0.02,11,3643.26,pza
OFF-AR-10001246,Newell 317,Office Supplies,Art,50,30,300,13.57,0.03,8,678.5,pza
TEC-CO-10003236,Canon Image Class D660 Copier,Technology,Copiers,88,10,100,150.75,0.01,12,13266.0,pza
OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage,30,30,300,5.41,0.04,10,162.3,pza
OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,100,30,300,68.82,0.03,17,6882.0,pza
OFF-ST-10004459,Tennsco Single-Tier Lockers,Office Supplies,Storage,17,30,300,19.14,0.05,8,325.38,pza
OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,129,30,300,66.11,0.04,9,8528.19,pza
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,73,30,300,36.19,0.02,19,2641.87,pza
TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,176,10,100,516.98,0.03,6,90988.48,pza
TEC-AC-10003832,ImationÂ 16GB Mini TravelDrive USB 2.0Â Flash Drive,Technology,Accessories,238,10,100,88.29,0.07,10,21013.02,pza
OFF-FA-10002815,Staples,Office Supplies,Fasteners,185,30,300,47.52,0.01,15,8791.2,pza
FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs,55,5,50,230.8,0.04,16,12694.0,pza
OFF-ST-10004963,Eldon Gobal File Keepers,Office Supplies,Storage,17,30,300,9.43,0.02,20,160.31,pza
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,173,30,300,72.84,0.03,19,12601.32,pza
OFF-EN-10001335,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",Office Supplies,Envelopes,143,30,300,49.08,0.02,20,7018.44,pza
FUR-CH-10000595,Safco Contoured Stacking Chairs,Furniture,Chairs,169,5,50,205.69,0.04,16,34761.61,pza
FUR-FU-10000448,Tenex Chairmats For Use With Carpeted Floors,Furniture,Furnishings,64,5,50,298.22,0.01,13,19086.08,pza
TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones,36,10,100,304.81,0.03,12,10973.16,pza
OFF-ST-10001325,Sterilite Officeware Hinged File Box,Office Supplies,Storage,177,30,300,56.65,0.04,15,10027.05,pza
OFF-BI-10002429,"Premier Elliptical Ring Binder, Black",Office Supplies,Binders,238,30,300,49.38,0.04,18,11752.44,pza
OFF-BI-10004528,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,Binders,22,30,300,3.54,0.01,16,77.88,pza
OFF-AP-10001271,Eureka The Boss Cordless Rechargeable Stick Vac,Office Supplies,Appliances,97,30,300,17.43,0.03,5,1690.71,pza
FUR-CH-10002647,"Situations Contoured Folding Chairs, 4/Set",Furniture,Chairs,211,5,50,328.63,0.08,20,69340.93,pza
TEC-AC-10001432,Enermax Aurora Lite Keyboard,Technology,Accessories,152,10,100,373.02,0.02,8,56699.04,pza
TEC-PH-10002262,LG Electronics Tone+ HBS-730 Bluetooth Headset,Technology,Phones,48,10,100,427.84,0.01,5,20536.32,pza
TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,168,10,100,580.4,0.02,5,97507.2,pza
TEC-PH-10002597,Xblue XB-1670-86 X16 SmallÂ Office TelephoneÂ - Titanium,Technology,Phones,201,10,100,555.15,0.01,14,111585.15,pza
FUR-FU-10000723,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,Furnishings,236,5,50,273.86,0.02,10,64630.96,pza
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,41,30,300,70.45,0.03,7,2888.45,pza
OFF-PA-10002986,Xerox 1898,Office Supplies,Paper,165,30,300,6.91,0.05,19,1140.15,pza
OFF-SU-10001935,Staple remover,Office Supplies,Supplies,214,30,300,47.59,0.02,12,10184.26,pza
FUR-CH-10002024,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,131,5,50,573.84,0.03,19,75173.04,pza
FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings,23,5,50,365.52,0.02,11,8406.96,pza
OFF-FA-10004248,Advantus T-Pin Paper Clips,Office Supplies,Fasteners,183,30,300,37.5,0.02,15,6862.5,pza
OFF-ST-10001780,Tennsco 16-Compartment Lockers with Coat Rack,Office Supplies,Storage,36,30,300,12.45,0.02,12,448.2,pza
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,110,30,300,65.19,0.01,10,7170.9,pza
OFF-LA-10001297,Avery 473,Office Supplies,Labels,26,30,300,31.16,0.03,9,810.16,pza
FUR-TA-10004256,Bretford âJust In Timeâ Height-Adjustable Multi-Task Work Tables,Furniture,Tables,237,5,50,444.65,0.02,4,105382.05,pza
OFF-PA-10003441,Xerox 226,Office Supplies,Paper,126,30,300,17.41,0.04,4,2193.66,pza
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,133,30,300,5.27,0.02,6,700.91,pza
OFF-AP-10003914,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",Office Supplies,Appliances,58,30,300,25.83,0.0,11,1498.14,pza
FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings,221,5,50,226.34,0.02,16,50021.14,pza
OFF-FA-10003467,"Alliance Big Bands Rubber Bands, 12/Pack",Office Supplies,Fasteners,152,30,300,70.13,0.01,13,10659.76,pza
TEC-PH-10002496,Cisco SPA301,Technology,Phones,62,10,100,695.8,0.03,9,43139.6,pza
OFF-PA-10004530,Personal Creations Ink Jet Cards and Labels,Office Supplies,Paper,167,30,300,43.64,0.02,6,7287.88,pza
OFF-BI-10001107,"GBC White Gloss Covers, Plain Front",Office Supplies,Binders,241,30,300,3.48,0.03,4,838.68,pza
OFF-PA-10004451,Xerox 222,Office Supplies,Paper,74,30,300,19.81,0.02,20,1465.94,pza
FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,Furniture,Chairs,202,5,50,412.29,0.04,9,83282.58,pza
TEC-PH-10000347,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,Technology,Phones,193,10,100,108.08,0.02,13,20859.44,pza
OFF-AR-10003394,Newell 332,Office Supplies,Art,246,30,300,56.65,0.02,12,13935.9,pza
OFF-PA-10001450,Rediform S.O.S. Phone Message Books,Office Supplies,Paper,67,30,300,2.93,0.0,13,196.31,pza
OFF-SU-10001574,Acme Value Line Scissors,Office Supplies,Supplies,233,30,300,55.24,0.03,11,12870.92,pza
FUR-FU-10001475,"Contract Clock, 14"", Brown",Furniture,Furnishings,245,5,50,519.16,0.01,5,127194.2,pza
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,193,30,300,38.6,0.03,7,7449.8,pza
TEC-PH-10000586,AT&T SB67148 SynJ,Technology,Phones,189,10,100,668.39,0.01,3,126325.71,pza
OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,Office Supplies,Binders,7,30,300,62.96,0.03,3,440.72,pza
OFF-LA-10003930,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",Office Supplies,Labels,233,30,300,54.37,0.03,7,12668.21,pza
TEC-PH-10003800,i.Sound Portable Power - 8000 mAh,Technology,Phones,227,10,100,372.76,0.01,8,84616.52,pza
OFF-PA-10002005,Xerox 225,Office Supplies,Paper,103,30,300,23.21,0.03,5,2390.63,pza
OFF-PA-10004101,Xerox 1894,Office Supplies,Paper,49,30,300,69.15,0.02,15,3388.35,pza
OFF-AR-10004078,Newell 312,Office Supplies,Art,147,30,300,52.59,0.05,19,7730.73,pza
OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances,21,30,300,64.25,0.04,5,1349.25,pza
FUR-FU-10001979,Dana Halogen Swing-Arm Architect Lamp,Furniture,Furnishings,147,5,50,367.02,0.02,5,53951.94,pza
OFF-SU-10004115,Acme Stainless Steel Office Snips,Office Supplies,Supplies,9,30,300,15.41,0.01,15,138.69,pza
TEC-PH-10001425,Mophie Juice Pack Helium for iPhone,Technology,Phones,218,10,100,784.17,0.03,4,170949.06,pza
TEC-PH-10003963,GE 2-Jack Phone Line Splitter,Technology,Phones,178,10,100,170.71,0.01,5,30386.38,pza
OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage,15,30,300,73.08,0.05,18,1096.2,pza
OFF-PA-10002120,Xerox 1889,Office Supplies,Paper,196,30,300,18.23,0.01,14,3573.08,pza
OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,96,30,300,31.15,0.02,11,2990.4,pza
TEC-PH-10003092,Motorola L804,Technology,Phones,146,10,100,368.86,0.02,18,53853.56,pza
OFF-LA-10004345,Avery 493,Office Supplies,Labels,43,30,300,73.87,0.02,6,3176.41,pza
OFF-PA-10001204,Xerox 1972,Office Supplies,Paper,199,30,300,71.28,0.02,20,14184.72,pza
TEC-PH-10004667,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,Phones,187,10,100,663.88,0.01,3,124145.56,pza
OFF-BI-10002949,Prestige Round Ring Binders,Office Supplies,Binders,248,30,300,31.38,0.04,9,7782.24,pza
FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",Furniture,Furnishings,46,5,50,82.34,0.02,14,3787.64,pza
FUR-FU-10000010,"DAX Value U-Channel Document Frames, Easel Back",Furniture,Furnishings,207,5,50,434.42,0.05,10,89924.94,pza
OFF-BI-10002824,Recycled Easel Ring Binders,Office Supplies,Binders,98,30,300,34.05,0.03,10,3336.9,pza
TEC-PH-10002538,Grandstream GXP1160 VoIP phone,Technology,Phones,234,10,100,612.93,0.03,11,143425.62,pza
OFF-BI-10002103,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,Binders,9,30,300,64.0,0.04,16,576.0,pza
FUR-CH-10004853,"Global Manager's Adjustable Task Chair, Storm",Furniture,Chairs,56,5,50,308.66,0.02,7,17284.96,pza
OFF-AP-10000179,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Office Supplies,Appliances,154,30,300,60.35,0.01,4,9293.9,pza
OFF-ST-10001272,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",Office Supplies,Storage,209,30,300,67.52,0.02,12,14111.68,pza
FUR-FU-10000221,"Master Caster Door Stop, Brown",Furniture,Furnishings,48,5,50,562.81,0.03,11,27014.88,pza
OFF-AP-10001563,Belkin Premiere Surge Master II 8-outlet surge protector,Office Supplies,Appliances,247,30,300,47.43,0.03,9,11715.21,pza
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,119,30,300,62.72,0.04,20,7463.68,pza
OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage,217,30,300,40.58,0.02,14,8805.86,pza
TEC-AC-10001267,ImationÂ 32GB Pocket Pro USB 3.0Â Flash DriveÂ - 32 GB - Black - 1 P ...,Technology,Accessories,191,10,100,62.08,0.02,13,11857.28,pza
TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones,233,10,100,149.52,0.03,12,34838.16,pza
TEC-AC-10002857,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 1/Pack",Technology,Accessories,157,10,100,128.73,0.01,15,20210.61,pza
FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,131,5,50,169.32,0.03,11,22180.92,pza
OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders,120,30,300,2.8,0.03,18,336.0,pza
OFF-AP-10003287,Tripp Lite TLP810NET Broadband Surge for Modem/Fax,Office Supplies,Appliances,153,30,300,68.98,0.02,19,10553.94,pza
OFF-BI-10004728,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,224,30,300,45.69,0.05,7,10234.56,pza
FUR-FU-10000732,Eldon 200 Class Desk Accessories,Furniture,Furnishings,196,5,50,279.24,0.02,8,54731.04,pza
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,237,30,300,33.96,0.02,12,8048.52,pza
OFF-LA-10002787,Avery 480,Office Supplies,Labels,72,30,300,38.14,0.03,13,2746.08,pza
OFF-PA-10001934,Xerox 1993,Office Supplies,Paper,225,30,300,7.76,0.04,4,1746.0,pza
OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,51,30,300,23.42,0.02,9,1194.42,pza
OFF-FA-10003112,Staples,Office Supplies,Fasteners,131,30,300,68.43,0.03,16,8964.33,pza
OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,39,30,300,60.01,0.03,6,2340.39,pza
TEC-AC-10001142,First Data FD10 PIN Pad,Technology,Accessories,219,10,100,463.82,0.03,7,101576.58,pza
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,11,10,100,400.14,0.01,12,4401.54,pza
OFF-AP-10002439,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Office Supplies,Appliances,188,30,300,22.2,0.01,8,4173.6,pza
OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,120,30,300,38.76,0.03,4,4651.2,pza
OFF-EN-10002230,Airmail Envelopes,Office Supplies,Envelopes,56,30,300,48.63,0.03,5,2723.28,pza
OFF-ST-10001511,Space Solutions Commercial Steel Shelving,Office Supplies,Storage,114,30,300,57.59,0.03,17,6565.26,pza
OFF-SU-10004231,Acme Tagit Stainless Steel Antibacterial Scissors,Office Supplies,Supplies,50,30,300,15.0,0.03,12,750.0,pza
TEC-PH-10004042,ClearOne Communications CHAT 70 OCÂ Speaker Phone,Technology,Phones,141,10,100,656.09,0.01,19,92508.69,pza
FUR-FU-10003096,"Master Giant Foot Doorstop, Safety Yellow",Furniture,Furnishings,190,5,50,259.82,0.02,9,49365.8,pza
FUR-FU-10002759,12-1/2 Diameter Round Wall Clock,Furniture,Furnishings,27,5,50,341.69,0.03,4,9225.63,pza
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,135,5,50,396.11,0.03,9,53474.85,pza
OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper,131,30,300,40.07,0.05,17,5249.17,pza
OFF-AR-10001954,Newell 331,Office Supplies,Art,193,30,300,46.61,0.01,5,8995.73,pza
OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,Office Supplies,Appliances,13,30,300,10.7,0.02,7,139.1,pza
OFF-PA-10002137,"Southworth 100% RÃ©sumÃ© Paper, 24lb.",Office Supplies,Paper,57,30,300,35.71,0.03,10,2035.47,pza
OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,200,30,300,23.88,0.01,6,4776.0,pza
TEC-AC-10003614,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 10/Pack",Technology,Accessories,181,10,100,96.24,0.02,20,17419.44,pza
FUR-FU-10003553,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",Furniture,Furnishings,221,5,50,179.66,0.02,10,39704.86,pza
OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders,202,30,300,48.99,0.05,8,9895.98,pza
OFF-BI-10003305,Avery Hanging File Binders,Office Supplies,Binders,52,30,300,17.34,0.03,7,901.68,pza
OFF-ST-10002583,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,127,30,300,16.12,0.03,7,2047.24,pza
TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,86,10,100,455.68,0.0,19,39188.48,pza
OFF-LA-10001934,Avery 516,Office Supplies,Labels,113,30,300,72.57,0.01,8,8200.41,pza
FUR-BO-10004015,"Bush Andora Bookcase, Maple/Graphite Gray Finish",Furniture,Bookcases,11,5,50,490.12,0.04,15,5391.32,pza
FUR-FU-10004071,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,Furniture,Furnishings,103,5,50,550.65,0.01,11,56716.95,pza
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,35,30,300,47.47,0.03,14,1661.45,pza
TEC-AC-10002253,Imation Bio 8GB USBÂ Flash Drive ImationÂ Corp,Technology,Accessories,106,10,100,345.65,0.02,12,36638.9,pza
OFF-PA-10000743,Xerox 1977,Office Supplies,Paper,60,30,300,58.91,0.02,3,3534.6,pza
OFF-LA-10002312,Avery 490,Office Supplies,Labels,228,30,300,22.39,0.03,13,5104.92,pza
OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,Labels,103,30,300,8.09,0.06,8,833.27,pza
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,193,30,300,28.88,0.01,5,5573.84,pza
OFF-BI-10001575,GBC Linen Binding Covers,Office Supplies,Binders,224,30,300,25.34,0.03,8,5676.16,pza
FUR-FU-10003394,"Tenex ""The Solids"" Textured Chair Mats",Furniture,Furnishings,240,5,50,431.28,0.02,11,103507.2,pza
FUR-TA-10002774,Laminate Occasional Tables,Furniture,Tables,9,5,50,366.71,0.01,10,3300.39,pza
OFF-PA-10001800,Xerox 220,Office Supplies,Paper,34,30,300,12.78,0.03,17,434.52,pza
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,26,30,300,72.86,0.01,8,1894.36,pza
FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,149,5,50,388.54,0.03,13,57892.46,pza
OFF-EN-10001219,"#10- 4 1/8"" x 9 1/2"" Security-Tint Envelopes",Office Supplies,Envelopes,142,30,300,37.7,0.03,12,5353.4,pza
OFF-AP-10001154,Bionaire Personal Warm Mist Humidifier/Vaporizer,Office Supplies,Appliances,203,30,300,75.1,0.01,13,15245.3,pza
TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories,200,10,100,104.92,0.03,6,20984.0,pza
OFF-BI-10003355,Cardinal Holdit Business Card Pockets,Office Supplies,Binders,174,30,300,63.59,0.03,15,11064.66,pza
FUR-FU-10002253,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,31,5,50,269.63,0.03,10,8358.53,pza
OFF-PA-10004092,Tops Green Bar Computer Printout Paper,Office Supplies,Paper,131,30,300,56.24,0.01,17,7367.44,pza
FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,139,5,50,563.98,0.01,9,78393.22,pza
OFF-ST-10000036,"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",Office Supplies,Storage,27,30,300,42.38,0.02,3,1144.26,pza
FUR-FU-10000222,"Seth Thomas 16"" Steel Case Clock",Furniture,Furnishings,79,5,50,91.77,0.03,11,7249.83,pza
OFF-SU-10004664,Acme Softgrip Scissors,Office Supplies,Supplies,121,30,300,4.25,0.02,10,514.25,pza
OFF-EN-10001141,"Manila Recycled Extra-Heavyweight Clasp Envelopes, 6"" x 9""",Office Supplies,Envelopes,140,30,300,27.78,0.02,4,3889.2,pza
TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,Phones,12,10,100,631.88,0.03,16,7582.56,pza
OFF-PA-10001954,Xerox 1964,Office Supplies,Paper,105,30,300,24.48,0.01,14,2570.4,pza
FUR-TA-10002228,"Bevis Traditional Conference Table Top, Plinth Base",Furniture,Tables,9,5,50,253.92,0.01,19,2285.28,pza
OFF-ST-10004634,"Personal Folder Holder, Ebony",Office Supplies,Storage,203,30,300,63.19,0.02,8,12827.57,pza
TEC-AC-10003610,LogitechÂ Illuminated - Keyboard,Technology,Accessories,90,10,100,119.47,0.02,7,10752.3,pza
FUR-BO-10001619,O'Sullivan Cherrywood Estates Traditional Bookcase,Furniture,Bookcases,232,5,50,520.34,0.01,8,120718.88,pza
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,134,30,300,22.73,0.03,5,3045.82,pza
TEC-AC-10001383,Logitech Wireless Touch Keyboard K400,Technology,Accessories,220,10,100,69.44,0.01,18,15276.8,pza
OFF-LA-10003223,Avery 508,Office Supplies,Labels,183,30,300,11.15,0.01,20,2040.45,pza
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,198,30,300,76.3,0.03,16,15107.4,pza
OFF-PA-10004971,Xerox 196,Office Supplies,Paper,244,30,300,37.2,0.03,17,9076.8,pza
OFF-SU-10004261,"Fiskars 8"" Scissors, 2/Pack",Office Supplies,Supplies,16,30,300,22.0,0.01,6,352.0,pza
TEC-PH-10000004,Belkin iPhone and iPad Lightning Cable,Technology,Phones,51,10,100,431.38,0.01,13,22000.38,pza
OFF-BI-10003638,GBC Durable Plastic Covers,Office Supplies,Binders,238,30,300,55.22,0.03,7,13142.36,pza
FUR-FU-10003577,Nu-Dell Leatherette Frames,Furniture,Furnishings,187,5,50,245.78,0.01,11,45960.86,pza
OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,30,30,300,58.57,0.05,7,1757.1,pza
TEC-CO-10002095,Hewlett Packard 610 Color Digital Copier / Printer,Technology,Copiers,106,10,100,224.23,0.02,9,23768.38,pza
FUR-TA-10001095,Chromcraft Round Conference Tables,Furniture,Tables,124,5,50,138.42,0.06,20,17164.08,pza
OFF-LA-10004484,Avery 476,Office Supplies,Labels,177,30,300,44.88,0.05,20,7943.76,pza
OFF-EN-10001532,Brown Kraft Recycled Envelopes,Office Supplies,Envelopes,194,30,300,13.79,0.02,4,2675.26,pza
TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,74,10,100,754.17,0.02,15,55808.58,pza
OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders,219,30,300,2.04,0.03,15,446.76,pza
OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage,6,30,300,60.94,0.03,19,365.64,pza
FUR-FU-10004306,Electrix Halogen Magnifier Lamp,Furniture,Furnishings,30,5,50,225.33,0.02,19,6759.9,pza
FUR-CH-10003746,Hon 4070 Series Pagoda Round Back Stacking Chairs,Furniture,Chairs,18,5,50,519.97,0.03,8,9359.46,pza
OFF-BI-10001036,Cardinal EasyOpen D-Ring Binders,Office Supplies,Binders,86,30,300,6.69,0.04,16,575.34,pza
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,106,30,300,76.33,0.05,16,8090.98,pza
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,189,30,300,9.91,0.02,14,1872.99,pza
FUR-FU-10002597,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",Furniture,Furnishings,36,5,50,489.7,0.02,7,17629.2,pza
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,66,30,300,42.35,0.01,7,2795.1,pza
FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs,119,5,50,303.81,0.04,6,36153.39,pza
OFF-PA-10003657,Xerox 1927,Office Supplies,Paper,210,30,300,23.85,0.02,15,5008.5,pza
FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases,34,5,50,517.51,0.02,6,17595.34,pza
TEC-AC-10000057,Microsoft Natural Ergonomic Keyboard 4000,Technology,Accessories,145,10,100,183.81,0.02,20,26652.45,pza
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,172,30,300,58.26,0.04,18,10020.72,pza
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,35,30,300,36.77,0.03,20,1286.95,pza
FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs,41,5,50,599.22,0.02,4,24568.02,pza
OFF-BI-10001132,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",Office Supplies,Binders,177,30,300,49.69,0.01,6,8795.13,pza
FUR-CH-10003199,Office Star - Contemporary Task Swivel Chair,Furniture,Chairs,106,5,50,134.18,0.03,19,14223.08,pza
TEC-PH-10001530,Cisco Unified IP Phone 7945G VoIP phone,Technology,Phones,132,10,100,353.03,0.04,8,46599.96,pza
OFF-LA-10001569,Avery 499,Office Supplies,Labels,90,30,300,7.17,0.04,20,645.3,pza
OFF-PA-10000176,Xerox 1887,Office Supplies,Paper,63,30,300,24.28,0.04,9,1529.64,pza
OFF-LA-10002271,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Office Supplies,Labels,32,30,300,28.78,0.03,15,920.96,pza
FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,126,5,50,523.65,0.02,11,65979.9,pza
OFF-AP-10000576,Belkin 7 Outlet SurgeMaster II,Office Supplies,Appliances,65,30,300,67.36,0.03,4,4378.4,pza
OFF-PA-10003953,Xerox 218,Office Supplies,Paper,151,30,300,2.9,0.01,10,437.9,pza
FUR-FU-10000794,"Eldon Stackable Tray, Side-Load, Legal, Smoke",Furniture,Furnishings,175,5,50,356.78,0.02,16,62436.5,pza
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,191,30,300,19.44,0.02,20,3713.04,pza
TEC-PH-10001795,ClearOne CHATAttach 160 -Â speaker phone,Technology,Phones,20,10,100,276.47,0.03,3,5529.4,pza
TEC-AC-10004901,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,73,10,100,46.67,0.02,11,3406.91,pza
OFF-AR-10003190,Newell 32,Office Supplies,Art,48,30,300,60.48,0.02,11,2903.04,pza
OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances,117,30,300,76.15,0.01,4,8909.55,pza
TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,198,10,100,198.84,0.03,18,39370.32,pza
OFF-PA-10003651,Xerox 1968,Office Supplies,Paper,142,30,300,28.66,0.02,6,4069.72,pza
OFF-BI-10003094,Self-Adhesive Ring Binder Labels,Office Supplies,Binders,179,30,300,18.1,0.01,15,3239.9,pza
FUR-CH-10001394,Global Leather Executive Chair,Furniture,Chairs,23,5,50,563.63,0.03,19,12963.49,pza
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,88,30,300,2.73,0.02,13,240.24,pza
OFF-PA-10003395,Xerox 1941,Office Supplies,Paper,97,30,300,47.54,0.02,4,4611.38,pza
TEC-AC-10002402,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,221,10,100,700.49,0.04,6,154808.29,pza
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,213,10,100,173.46,0.03,14,36946.98,pza
